,Image,whaleID,x,y,width,height
51,w_2577.jpg,whale_02411,1646.06896552,1020.4137931,379.862068966,379.862068966
52,w_8281.jpg,whale_80247,1120.20041754,342.045929019,637.060542797,560.100208768
53,w_3392.jpg,whale_08439,1578.84814692,714.918514034,339.879293557,313.090777809
54,w_9358.jpg,whale_48813,1483.62421712,684.091858038,513.068893528,491.691022965
55,w_8357.jpg,whale_08181,1205.71189979,889.319415449,448.935281837,389.077244259
56,w_2883.jpg,whale_78280,1192.88517745,714.020876827,380.526096033,363.423799582
57,w_1087.jpg,whale_23847,2052.4137931,1010.75862069,476.689655172,406.068965517
58,w_9328.jpg,whale_29569,1747.86206897,631.172413793,348.689655172,339.862068966
59,w_4469.jpg,whale_67685,1340.89915578,894.719683173,486.312017767,413.129141307
60,w_3983.jpg,whale_49530,1864.15031315,1180.05845511,474.588726514,414.730688935
61,w_4441.jpg,whale_48386,1499.15950726,574.02761802,579.60070169,707.781626103
62,w_7702.jpg,whale_49491,2377.73166369,1663.31305903,732.737030411,674.118067979
63,w_1325.jpg,whale_39915,1121.10344828,604.689655172,419.310344828,410.482758621
64,w_7416.jpg,whale_38008,1430.06896552,528.827586207,655.448275862,625.655172414
65,w_4213.jpg,whale_50021,941.882256,389.647719,644.74083,630.724725
66,w_869.jpg,whale_81875,2604.14715786,1113.00536062,1013.12026415,945.341091551
67,w_9376.jpg,whale_10977,1090.27139875,979.106471816,466.037578288,444.659707724
68,w_5075.jpg,whale_82548,1438.72514604,1984.17588822,644.26428243,592.8812415
69,w_1057.jpg,whale_36154,1716.96551724,1147.5862069,339.862068966,322.206896552
70,w_4261.jpg,whale_85670,619.127134852,555.882965163,539.239762613,505.953357513
71,w_4974.jpg,whale_23367,1321.15240084,1457.97077244,359.14822547,367.699373695
72,w_2469.jpg,whale_98645,1226.6577,920.4903,326.0484,294.2388
73,w_3807.jpg,whale_87155,1281.80924412,2418.71831282,685.489291422,674.343124082
74,w_1264.jpg,whale_48813,1278.75862069,1314.0,292.0,271.862068966
75,w_6066.jpg,whale_59173,1249.00314876,905.13202869,545.45074218,494.06770125
76,w_6052.jpg,whale_82548,534.446764092,1393.83716075,560.100208768,470.313152401
77,w_5811.jpg,whale_38008,960.827586207,618.206896552,513.931034483,469.24137931
78,w_3444.jpg,whale_74683,1248.46764092,1590.51356994,568.651356994,401.903966597
79,w_8582.jpg,whale_76782,1094.54697286,1038.96450939,367.699373695,380.526096033
80,w_8962.jpg,whale_73592,1569.13569937,714.020876827,367.699373695,371.974947808
81,w_6326.jpg,whale_00195,1410.9394572,786.705636743,419.006263048,401.903966597
82,w_2989.jpg,whale_43971,1893.963968,1218.711104,1198.193088,1126.599552
83,w_5587.jpg,whale_79439,1455.2892,904.5855,457.263,425.4534
84,w_7405.jpg,whale_33152,1053.4551552,963.15899904,614.87382528,567.57583872
85,w_527.jpg,whale_53079,1197.16075157,1009.03549061,436.108559499,427.557411273
86,w_2302.jpg,whale_52505,2353.65517241,2003.5862069,893.793103448,841.655172414
87,w_3403.jpg,whale_77693,1750.97593323,656.12190726,608.69140794,529.64057574
88,w_7462.jpg,whale_97882,1245.05060715,897.22694547,553.3558254,529.64057574
89,w_3777.jpg,whale_78280,1754.64778152,755.101287657,308.067931106,301.370802169
90,w_4895.jpg,whale_95370,1072.55172414,834.206896552,387.310344828,379.862068966
91,w_6563.jpg,whale_94176,2178.9394572,2077.92901879,591.63256785,584.417536534
92,w_6882.jpg,whale_63541,1176.82758621,759.724137931,499.034482759,469.24137931
93,w_4706.jpg,whale_70904,1308.1698,1021.8834,367.7985,324.0603
94,w_2578.jpg,whale_28892,1090.27139875,885.043841336,521.620041754,448.935281837
95,w_9406.jpg,whale_16738,2320.14192507,1545.44376951,644.26428243,584.97615828
96,w_4071.jpg,whale_05487,1543.92261951,1211.05856852,219.54862938,205.384201678
97,w_2212.jpg,whale_83892,1135.45578231,1344.43537415,588.62585034,505.034013605
98,w_8153.jpg,whale_08017,1633.26931106,949.177453027,401.903966597,367.699373695
99,w_3648.jpg,whale_57251,1577.6868476,923.524008351,444.659707724,440.384133612
100,w_5084.jpg,whale_72820,1214.26304802,940.626304802,389.077244259,380.526096033
101,w_1654.jpg,whale_98996,1312.60125261,820.910229645,371.974947808,354.872651357
102,w_6801.jpg,whale_12820,2711.17241379,509.24137931,781.793103448,810.482758621
103,w_6612.jpg,whale_66852,1491.075,644.1444,302.1912,270.3816
104,w_5032.jpg,whale_27085,1633.26931106,1038.96450939,495.966597077,401.903966597
105,w_1115.jpg,whale_90820,1148.38097594,549.225684143,472.666952414,442.709187824
106,w_7935.jpg,whale_23821,1145.85386221,979.106471816,444.659707724,427.557411273
107,w_2185.jpg,whale_06339,949.177453027,513.068893528,474.588726514,495.966597077
108,w_6303.jpg,whale_83791,949.177453027,919.248434238,585.753653445,534.446764092
109,w_4961.jpg,whale_37154,2886.0125261,1392.50104384,562.772442589,497.837160752
110,w_4435.jpg,whale_87622,1608.82758621,1340.68965517,916.137931034,878.896551724
111,w_112.jpg,whale_40169,1430.06896552,869.517241379,264.827586207,247.172413793
112,w_7622.jpg,whale_15079,1098.82254697,286.463465553,577.202505219,564.375782881
113,w_6262.jpg,whale_52749,1426.86752121,778.65069717,541.49820057,486.16261803
114,w_8756.jpg,whale_11708,1076.436864,549.431316,311.157531,274.715658
115,w_4277.jpg,whale_82064,1192.88517745,953.45302714,239.432150313,273.636743215
116,w_1683.jpg,whale_90820,974.830897704,316.392484342,500.24217119,448.935281837
117,w_1477.jpg,whale_60729,1547.81783713,632.441696892,502.624717003,469.338311904
118,w_4236.jpg,whale_17604,1050.52838789,547.691204475,524.083824972,502.837183419
119,w_2078.jpg,whale_37154,1699.73132423,859.308613918,408.407665406,384.800285903
120,w_353.jpg,whale_28263,1216.597914,768.082554,636.331167,585.873189
121,w_3326.jpg,whale_19906,1499.15950726,2323.97589043,1114.61673402,1003.15506062
122,w_4561.jpg,whale_34656,2979.31034483,1057.65517241,826.75862069,744.827586207
123,w_8024.jpg,whale_61461,1286.94780793,470.313152401,333.494780793,329.219206681
124,w_7828.jpg,whale_96385,1588.4919,1151.1099,534.7989,495.0369
125,w_1766.jpg,whale_73684,1262.34482759,820.965517241,370.75862069,357.517241379
126,w_1992.jpg,whale_68116,1310.89655172,811.862068966,499.034482759,446.896551724
127,w_4436.jpg,whale_23118,1575.00550709,1263.97500779,741.179062159,648.531679389
128,w_7392.jpg,whale_81875,1174.549599,885.817836,336.38652,288.731763
129,w_3237.jpg,whale_11076,1208.79627907,594.066547406,645.72450805,619.895527728
130,w_354.jpg,whale_34656,1817.37931034,938.482758621,454.344827586,469.24137931
131,w_2133.jpg,whale_87291,1252.74321503,457.486430063,530.171189979,457.486430063
132,w_8556.jpg,whale_87604,2085.4112256,1436.13886464,870.85186048,771.9743744
133,w_7218.jpg,whale_72820,1411.05735477,134.38641474,442.68466032,442.68466032
134,w_8157.jpg,whale_37654,1426.78846819,1168.65239664,276.909604023,220.589006595
135,w_8666.jpg,whale_39689,2467.54070981,1666.67223382,562.772442589,569.987473904
136,w_3159.jpg,whale_26288,1449.4080139,1568.89686864,542.203339352,474.427921933
137,w_6141.jpg,whale_11076,1247.433345,543.824874,515.792664,445.712139
138,w_5262.jpg,whale_37658,1541.82570194,1184.16080557,270.665326986,251.332089345
139,w_1953.jpg,whale_87291,1221.61106715,858.789251569,319.549488956,326.206769976
140,w_4488.jpg,whale_55550,1787.18997912,551.549060543,419.006263048,419.006263048
141,w_3144.jpg,whale_36300,1362.42798772,832.455999838,158.116642612,141.867501474
142,w_3875.jpg,whale_69459,1050.08896955,483.979553005,750.90160951,765.567656571
143,w_2462.jpg,whale_43971,1759.24224,1122.23232,604.66176,587.24352
144,w_3239.jpg,whale_90929,1173.90485817,739.12528107,399.20670261,375.49145295
145,w_142.jpg,whale_35594,1937.26877679,682.371304541,595.826651282,555.882965163
146,w_3770.jpg,whale_41125,1556.30897704,376.250521921,380.526096033,359.14822547
147,w_3415.jpg,whale_79823,986.435809608,356.677354886,456.992860948,445.846693608
148,w_5177.jpg,whale_79439,1675.86206897,633.103448276,409.655172414,379.862068966
149,w_7852.jpg,whale_46974,1521.45184194,629.758454721,668.770040412,640.904622062
150,w_3131.jpg,whale_35844,1282.67223382,637.060542797,427.557411273,401.903966597
151,w_1617.jpg,whale_03623,1765.24137931,1482.20689655,938.482758621,804.413793103
152,w_9126.jpg,whale_18989,1139.47420536,927.676025922,533.731412174,474.427921933
153,w_6867.jpg,whale_47700,1298.54472192,490.17913344,520.27785216,472.9798656
154,w_8868.jpg,whale_37269,1586.23799582,1500.72651357,384.801670146,384.801670146
155,w_2322.jpg,whale_85464,1453.69519833,632.784968685,389.077244259,376.250521921
156,w_3007.jpg,whale_53580,1268.76585681,1173.90485817,411.06432744,395.254161
157,w_6357.jpg,whale_50021,1525.68106146,683.78969853,490.11515964,411.06432744
158,w_4134.jpg,whale_79823,1428.04175365,778.154488518,299.290187891,299.290187891
159,w_3935.jpg,whale_38681,1522.10438413,611.407098121,384.801670146,423.281837161
160,w_9197.jpg,whale_54574,2800.55172414,700.137931034,960.827586207,923.586206897
161,w_4927.jpg,whale_44127,1012.78525595,501.452212091,607.671153568,513.803251797
162,w_3527.jpg,whale_64006,1449.41962422,722.572025052,572.926931106,581.478079332
163,w_7093.jpg,whale_73080,1180.05845511,825.185803758,423.281837161,406.17954071
164,w_6276.jpg,whale_61260,1218.53862213,1389.56158664,431.832985386,427.557411273
165,w_3776.jpg,whale_08017,1457.97077244,581.478079332,406.17954071,397.628392484
166,w_8299.jpg,whale_78280,1991.34864301,1002.88935282,800.868475992,707.073068894
167,w_1856.jpg,whale_17604,1234.92562919,685.699945051,575.854808223,519.267919553
168,w_6828.jpg,whale_48966,876.492693111,996.208768267,376.250521921,359.14822547
169,w_8918.jpg,whale_47734,1305.48910274,1330.78927915,407.332840197,374.442610865
170,w_4515.jpg,whale_64714,1004.75991649,696.918580376,320.668058455,299.290187891
171,w_9464.jpg,whale_55079,2280.98419585,1450.25538378,450.564779428,361.390500166
172,w_2254.jpg,whale_23367,915.70176,1293.9264,522.5472,487.71072
173,w_6707.jpg,whale_98939,1154.75862069,903.724137931,466.206896552,423.172413793
174,w_6054.jpg,whale_26397,1526.37995825,675.540709812,478.864300626,457.486430063
175,w_710.jpg,whale_63948,1140.23643001,1050.52838789,774.322047706,729.46802665
176,w_3627.jpg,whale_91826,1056.814317,885.817836,557.840979,490.563675
177,w_1063.jpg,whale_40169,1103.44827586,635.586206897,432.551724138,414.896551724
178,w_3969.jpg,whale_64496,1385.28601253,885.043841336,320.668058455,320.668058455
179,w_3339.jpg,whale_17785,1432.31732777,979.106471816,530.171189979,504.517745303
180,w_3420.jpg,whale_81818,1068.89352818,808.083507307,406.17954071,440.384133612
181,w_6665.jpg,whale_24815,2050.44255413,848.803330039,242.990757227,216.361633147
182,w_4240.jpg,whale_73136,1628.99373695,1038.96450939,269.361169102,277.912317328
183,w_6110.jpg,whale_23574,1299.77453027,530.171189979,307.841336117,307.841336117
184,w_9084.jpg,whale_49237,1491.313572,894.227499,395.254161,336.38652
185,w_6620.jpg,whale_68789,2531.86206897,1484.68965517,638.344827586,566.620689655
186,w_5557.jpg,whale_29569,2353.65517241,1437.51724138,729.931034483,625.655172414
187,w_9465.jpg,whale_89615,1077.44467641,748.225469729,363.423799582,380.526096033
188,w_7070.jpg,whale_20448,1684.57620042,688.36743215,632.784968685,547.27348643
189,w_317.jpg,whale_31594,1734.22170569,1424.65813826,396.108220685,352.835894055
190,w_348.jpg,whale_53079,1291.22338205,735.39874739,542.997912317,470.313152401
191,w_3625.jpg,whale_48415,1214.26304802,962.004175365,495.966597077,517.344467641
192,w_8547.jpg,whale_60729,1080.89943676,873.994594076,560.070005183,531.531406193
193,w_4181.jpg,whale_27820,1381.01043841,748.225469729,534.446764092,470.313152401
194,w_1438.jpg,whale_48415,1197.16075157,666.989561587,457.486430063,440.384133612
195,w_6336.jpg,whale_19041,1651.8463488,2425.8134016,483.729408,401.3162496
196,w_8377.jpg,whale_06334,1226.01360544,508.517006803,626.93877551,606.040816327
197,w_4028.jpg,whale_55550,1449.4931015,835.701234415,535.887514724,500.476445469
198,w_3074.jpg,whale_32087,1131.81826475,828.085993434,353.59876362,329.421070381
199,w_256.jpg,whale_48966,1526.37995825,1103.09812109,393.352818372,380.526096033
200,w_8140.jpg,whale_85670,1244.19206681,765.32776618,457.486430063,440.384133612
201,w_5805.jpg,whale_82089,1350.14252544,1053.4551552,299.78425856,319.88297728
202,w_6447.jpg,whale_52342,1650.37160752,1120.20041754,547.27348643,530.171189979
203,w_1975.jpg,whale_44127,1103.09812109,786.705636743,448.935281837,436.108559499
204,w_8475.jpg,whale_74439,683.9064,982.1214,594.4419,493.0488
205,w_8754.jpg,whale_60921,1432.31732777,1068.89352818,440.384133612,427.557411273
206,w_5553.jpg,whale_65057,1415.17241379,513.931034483,446.896551724,432.0
207,w_5021.jpg,whale_75932,1237.14552393,786.55578039,509.87786769,438.73211871
208,w_1867.jpg,whale_49530,1440.86847599,726.847599165,410.455114823,419.006263048
209,w_1273.jpg,whale_97542,2077.186761,1045.601433,361.615509,330.780078
210,w_6640.jpg,whale_37269,1488.65929843,923.1620974,681.496626876,497.830869279
211,w_1381.jpg,whale_23821,1363.8366,844.9425,337.977,320.0841
212,w_4678.jpg,whale_02839,952.756773165,1102.94503297,352.003733928,314.456668976
213,w_6402.jpg,whale_64714,956.995263273,816.82929037,512.33079751,425.331228121
214,w_7282.jpg,whale_36851,876.492693111,782.43006263,436.108559499,397.628392484
215,w_7376.jpg,whale_25878,1385.28601253,1098.82254697,389.077244259,393.352818372
216,w_1352.jpg,whale_61461,992.83968,1055.04768,311.04,288.64512
217,w_1741.jpg,whale_61260,1436.59290188,756.776617954,363.423799582,367.699373695
218,w_2171.jpg,whale_38681,1300.76661063,455.622424413,583.10227373,604.348915283
219,w_2907.jpg,whale_15434,867.941544885,1188.60960334,448.935281837,457.486430063
220,w_7531.jpg,whale_55079,958.797494781,2987.55741127,159.799582463,166.747390397
221,w_6504.jpg,whale_11242,1379.14618624,1896.02184192,945.35826688,934.66723584
222,w_1736.jpg,whale_18989,1684.735821,863.392068,459.728244,434.499255
223,w_4504.jpg,whale_48490,2338.75862069,1556.68965517,886.344827586,849.103448276
224,w_8159.jpg,whale_74162,863.665970772,769.603340292,444.659707724,478.864300626
225,w_4692.jpg,whale_52749,1197.16075157,1124.47599165,444.659707724,427.557411273
226,w_7516.jpg,whale_89211,1231.36534447,731.123173278,371.974947808,354.872651357
227,w_5165.jpg,whale_36851,1453.69519833,632.784968685,504.517745303,487.415448852
228,w_2993.jpg,whale_25878,1993.99728086,1275.95162791,1017.66182469,1089.98296959
229,w_6759.jpg,whale_09454,2265.51983299,1255.41544885,721.503131524,750.363256785
230,w_8216.jpg,whale_29172,1911.98329854,1132.75991649,425.686847599,425.686847599
231,w_7567.jpg,whale_59255,1499.2128,682.2144,404.352,389.8368
232,w_4989.jpg,whale_08637,1269.87289314,845.871709023,669.026994038,637.067105788
233,w_222.jpg,whale_35426,1149.32061,599.889294,434.499255,423.286371
234,w_5775.jpg,whale_86377,1944.0,916.137931034,729.931034483,677.793103448
235,w_8768.jpg,whale_38681,1415.21503132,863.665970772,376.250521921,312.11691023
236,w_8942.jpg,whale_51538,1237.17862644,715.994992397,574.314004502,526.243669323
237,w_5571.jpg,whale_66711,1783.48558523,633.60672107,666.460402904,736.861149689
238,w_1308.jpg,whale_80405,1483.62421712,756.776617954,423.281837161,414.730688935
239,w_3305.jpg,whale_72820,1254.11328,701.70624,477.75744,487.71072
240,w_5892.jpg,whale_05349,1151.70961645,848.803330039,502.624717003,462.681030884
241,w_2545.jpg,whale_97688,1137.30271399,474.588726514,389.077244259,337.770354906
242,w_6181.jpg,whale_09651,1192.88517745,872.217118998,534.446764092,530.171189979
243,w_3515.jpg,whale_48386,1203.97635467,1168.56528541,394.243237704,380.078810002
244,w_847.jpg,whale_26686,2762.77162326,1877.35324762,575.854808223,509.281998023
245,w_7327.jpg,whale_54920,1201.43632568,962.004175365,542.997912317,568.651356994
246,w_3506.jpg,whale_90271,1286.94780793,893.594989562,367.699373695,380.526096033
247,w_3462.jpg,whale_48813,1410.9394572,944.901878914,247.983298539,235.1565762
248,w_1780.jpg,whale_60921,1432.31732777,799.532359081,282.187891441,247.983298539
249,w_6363.jpg,whale_36437,1138.39505441,695.685866581,302.906286406,299.577645896
250,w_4390.jpg,whale_65586,2115.31034483,1459.86206897,513.931034483,476.689655172
251,w_1827.jpg,whale_33723,1550.62068966,553.793103448,427.931034483,427.931034483
252,w_272.jpg,whale_23525,2539.7527091,612.469853832,1025.22127707,1051.85040115
253,w_4758.jpg,whale_79648,1627.35699374,994.30480167,344.050104384,347.490605428
254,w_2001.jpg,whale_59255,1407.72413793,1005.51724138,357.517241379,357.517241379
255,w_4050.jpg,whale_09062,1385.28601253,786.705636743,359.14822547,307.841336117
256,w_6797.jpg,whale_59627,1342.5302714,585.753653445,423.281837161,410.455114823
257,w_984.jpg,whale_97924,1255.41544885,1976.91858038,620.492693111,606.06263048
258,w_4551.jpg,whale_38817,590.029227557,880.768267223,478.864300626,406.17954071
259,w_9015.jpg,whale_05661,1410.9394572,927.799582463,466.037578288,384.801670146
260,w_8141.jpg,whale_11555,1229.66637719,872.969260141,535.04567557,455.258162547
261,w_9396.jpg,whale_13288,1288.55172414,528.827586207,454.344827586,454.344827586
262,w_5779.jpg,whale_49135,1389.56158664,829.461377871,470.313152401,448.935281837
263,w_3492.jpg,whale_11242,1400.27586207,774.620689655,670.344827586,692.689655172
264,w_9092.jpg,whale_48966,1111.64926931,590.029227557,590.029227557,555.824634656
265,w_4889.jpg,whale_92465,1847.17241379,1243.86206897,796.965517241,789.517241379
266,w_6539.jpg,whale_40169,1329.70354906,850.839248434,414.730688935,397.628392484
267,w_199.jpg,whale_11076,1434.82758621,704.827586207,397.724137931,407.793103448
268,w_8290.jpg,whale_02411,1494.20408163,710.530612245,665.25170068,647.836734694
269,w_3385.jpg,whale_86041,1325.42797495,850.839248434,371.974947808,350.597077244
270,w_1619.jpg,whale_85464,1254.89747225,649.084899442,462.681030884,429.394625784
271,w_1636.jpg,whale_90957,1483.62421712,572.926931106,393.352818372,389.077244259
272,w_597.jpg,whale_23525,1173.90485817,774.69815556,415.01686905,367.58636973
273,w_1296.jpg,whale_59173,1524.09302326,736.400715564,333.395348837,307.749552773
274,w_2301.jpg,whale_10977,1180.156041,675.576261,507.383001,501.776559
275,w_9233.jpg,whale_03623,743.07782268,675.88461531,869.5591542,727.26765624
276,w_3953.jpg,whale_23847,1398.11273486,521.620041754,457.486430063,406.17954071
277,w_8934.jpg,whale_09651,1264.252671,756.86967,451.318581,400.860603
278,w_7401.jpg,whale_53079,1336.34545408,1089.15533824,404.4789504,377.486272
279,w_1277.jpg,whale_17785,1138.75862069,578.206896552,401.655172414,388.413793103
280,w_888.jpg,whale_82064,1549.24137931,707.586206897,521.379310345,506.482758621
281,w_969.jpg,whale_47700,1620.44258873,577.202505219,406.17954071,367.699373695
282,w_4328.jpg,whale_12074,897.870563674,910.697286013,406.17954071,423.281837161
283,w_985.jpg,whale_64496,1930.61149577,981.948950437,409.422782725,362.821815585
284,w_5514.jpg,whale_34488,1439.88272147,808.678319154,339.879293557,291.325108763
285,w_8685.jpg,whale_68116,1319.03448276,921.310344828,367.517241379,362.482758621
286,w_416.jpg,whale_79166,2085.596424,1309.104207,370.025172,344.796183
287,w_8164.jpg,whale_48813,2876.04555879,1115.84281243,1304.43596382,1155.1330523
288,w_7128.jpg,whale_33140,1235.64091858,1145.85386221,534.446764092,453.21085595
289,w_5129.jpg,whale_86206,1522.10438413,944.901878914,384.801670146,333.494780793
290,w_1382.jpg,whale_23525,1321.15240084,1064.61795407,226.605427975,213.778705637
291,w_7452.jpg,whale_68116,1710.22964509,709.745302714,457.486430063,397.628392484
292,w_1506.jpg,whale_39689,1672.15104,507.61728,437.94432,395.64288
293,w_4256.jpg,whale_82554,2532.4137931,938.482758621,774.620689655,692.689655172
294,w_5062.jpg,whale_26654,1003.94556894,640.31174082,529.64057574,470.35245159
295,w_7115.jpg,whale_49135,2204.68965517,1035.31034483,856.551724138,849.103448276
296,w_2861.jpg,whale_08181,1257.01878914,885.043841336,487.415448852,444.659707724
297,w_7795.jpg,whale_22297,1199.17241379,1653.51724138,819.310344828,744.827586207
298,w_1568.jpg,whale_95370,1581.10424223,1051.85040115,462.681030884,439.380547314
299,w_69.jpg,whale_95831,1293.31014453,649.851061088,370.734703703,364.342726053
300,w_5207.jpg,whale_15519,2316.4137931,1370.48275862,744.827586207,707.586206897
301,w_7573.jpg,whale_38288,2219.5862069,1593.93103448,744.827586207,700.137931034
302,w_8428.jpg,whale_72327,1131.73777339,582.512089242,332.864050996,266.291240797
303,w_6764.jpg,whale_09651,1257.6964608,759.6343296,680.804352,630.6398208
304,w_3494.jpg,whale_90911,1369.64060104,1096.35550459,148.967170222,117.887688665
305,w_9286.jpg,whale_02411,1286.94780793,641.33611691,401.903966597,397.628392484
306,w_1604.jpg,whale_10005,953.45302714,504.517745303,406.17954071,367.699373695
307,w_571.jpg,whale_38894,2157.29436326,966.814196242,909.09394572,851.373695198
308,w_8347.jpg,whale_88147,910.697286013,893.594989562,568.651356994,547.27348643
309,w_8588.jpg,whale_66852,1060.34237996,769.603340292,453.21085595,466.037578288
310,w_3801.jpg,whale_20448,1460.478141,605.495736,594.282852,583.069968
311,w_201.jpg,whale_38681,2871.58246347,1565.66179541,707.073068894,649.352818372
312,w_8706.jpg,whale_03103,1311.48436092,1031.87855809,203.047071107,186.403868558
313,w_7295.jpg,whale_43971,987.657620042,448.935281837,530.171189979,517.344467641
314,w_876.jpg,whale_81136,2271.72413793,1832.27586207,841.655172414,782.068965517
315,w_536.jpg,whale_84178,1296.04513473,493.394231618,505.197921369,462.704638264
316,w_1323.jpg,whale_95091,847.448275862,123.586206897,507.586206897,467.862068966
317,w_560.jpg,whale_79166,2043.46401237,588.92869989,537.54565896,513.8304093
318,w_1905.jpg,whale_39293,1451.28726234,768.9159578,429.394625784,386.122299155
319,w_4374.jpg,whale_54574,1182.959262,1054.011096,647.544051,580.266747
320,w_5416.jpg,whale_64299,1393.83716075,371.974947808,431.832985386,389.077244259
321,w_3249.jpg,whale_54850,1309.104207,818.540532,412.073487,356.009067
322,w_1245.jpg,whale_83791,1286.94780793,872.217118998,346.321503132,329.219206681
323,w_8719.jpg,whale_87622,1482.20689655,1243.86206897,1035.31034483,916.137931034
324,w_3071.jpg,whale_37154,1467.31034483,715.034482759,417.103448276,394.75862069
325,w_5222.jpg,whale_38191,1731.60751566,1124.47599165,380.526096033,354.872651357
326,w_5249.jpg,whale_02411,1316.87682672,675.540709812,376.250521921,324.943632568
327,w_2664.jpg,whale_91826,1501.0155,856.8711,431.4177,397.62
328,w_1527.jpg,whale_64937,1120.20041754,701.194154489,427.557411273,436.108559499
329,w_5485.jpg,whale_14270,930.704972907,813.670215835,752.366295464,685.489291422
330,w_3027.jpg,whale_58474,1789.8128363,724.585519212,383.943721336,357.96256726
331,w_1218.jpg,whale_21160,1438.89655172,922.482758621,397.24137931,406.068965517
332,w_5484.jpg,whale_49491,1440.86847599,991.933194154,329.219206681,320.668058455
333,w_5274.jpg,whale_47700,2264.27586207,1534.34482759,782.068965517,767.172413793
334,w_9088.jpg,whale_13863,1118.485179,1171.746378,285.928542,269.109216
