Image,whaleID,bonnet_tip_x,bonnet_tip_y,blowhead_x,blowhead_y
w_7212.jpg,whale_36231,1882.60817547,749.367896311,1653.91824526,826.959122632
w_735.jpg,whale_89615,1443.60518445,1178.16151545,1559.99202393,1212.87337986
w_3805.jpg,whale_64989,1251.66899302,1627.37387836,1517.11266201,1410.93519442
w_707.jpg,whale_52342,1370.09770688,1229.20837488,1519.15453639,1010.72781655
w_9271.jpg,whale_63948,1176.11964108,1743.76071785,1417.06081755,1423.18644068
w_7097.jpg,whale_80947,1715.17447657,965.806580259,1568.15952144,998.476570289
w_3779.jpg,whale_80247,1653.91824526,2467.09471585,2046.72382851,2081.18045862
w_5312.jpg,whale_11076,1284.33898305,312.406779661,1200.6221336,616.646061815
w_6038.jpg,whale_70138,2298.25722832,1433.39581256,2684.17148554,1281.78664008
w_5859.jpg,whale_11242,2990.83549352,1977.8105683,2880.57427717,1602.2333001
w_6731.jpg,whale_07863,2866.79162512,2281.02891326,2842.67198405,1953.69092722
w_4144.jpg,whale_36300,1770.30508475,1208.78963111,1723.34197408,1288.4227318
w_4817.jpg,whale_64634,1800.9332004,929.052841476,1653.91824526,1102.61216351
w_2319.jpg,whale_22448,2235.85244267,945.387836491,2076.58624128,1133.24027916
w_446.jpg,whale_68116,1241.45962114,1110.77966102,1396.64207378,894.340977069
w_8673.jpg,whale_30331,837.168494516,826.959122632,1047.48155533,645.232303091
w_5770.jpg,whale_88147,3018.40079761,1292.12362911,2577.3559322,1092.27517448
w_133.jpg,whale_64006,1649.83449651,1149.57527418,1545.69890329,908.634097707
w_3003.jpg,whale_54796,1178.16151545,733.032901296,1341.5114656,1016.85343968
w_5033.jpg,whale_48415,1519.53738784,1361.03688933,1998.48454636,1447.17846461
w_6015.jpg,whale_09181,1388.39481555,869.18444666,1225.73080758,793.603190429
w_6511.jpg,whale_86041,1114.86340977,677.902293121,1092.40279163,922.927218345
w_2935.jpg,whale_81818,976.015952144,1161.82652044,1169.99401795,1100.57028913
w_4664.jpg,whale_99573,1127.11465603,1498.73579262,1482.40079761,1341.5114656
w_5938.jpg,whale_47734,1427.27018943,902.508474576,1333.3439681,679.944167498
w_8430.jpg,whale_58010,1682.50448654,1233.29212363,1525.28015952,1298.63210369
w_9105.jpg,whale_23525,1043.39780658,1441.56331007,1290.46460618,1131.19840479
w_6365.jpg,whale_48490,2284.47457627,1137.06879362,2511.888335,1323.13459621
w_2577.jpg,whale_02411,1743.76071785,1221.04087737,1921.40378863,1106.69591226
w_8281.jpg,whale_80247,1594.70388833,420.626121635,1229.20837488,583.976071785
w_3392.jpg,whale_08439,1772.34695912,951.513459621,1768.26321037,765.702891326
w_9358.jpg,whale_48813,1582.45264207,998.476570289,1854.0219342,826.959122632
w_8357.jpg,whale_08181,1525.28015952,1120.9890329,1253.7108674,988.267198405
w_2883.jpg,whale_78280,1455.85643071,831.042871386,1268.00398804,920.885343968
w_1087.jpg,whale_23847,2470.66799601,1163.86839482,2166.42871386,1188.37088734
w_9328.jpg,whale_29569,1958.15752742,704.44666002,1921.40378863,808.58225324
w_4469.jpg,whale_67685,1751.92821535,1110.77966102,1451.77268195,957.639082752
w_3983.jpg,whale_49530,2211.34995015,1290.46460618,1956.11565304,1392.55832502
w_4441.jpg,whale_48386,1662.08574277,851.461615155,1866.27318046,922.927218345
w_7702.jpg,whale_49491,2990.83549352,1826.20139581,2525.67098704,1929.57128614
w_1325.jpg,whale_39915,1333.3439681,679.944167498,1333.3439681,890.257228315
w_7416.jpg,whale_38008,1674.59222333,668.458624128,1895.11465603,926.88334995
w_4213.jpg,whale_50021,1317.00897308,892.299102692,1221.04087737,522.719840479
w_869.jpg,whale_81875,2780.65004985,1388.60219342,3294.05383848,1326.58025922
w_9376.jpg,whale_10977,1453.81455633,1161.82652044,1190.41276171,1090.36091725
w_5075.jpg,whale_82548,1564.33100698,2484.32303091,1664.2552343,2060.50648056
w_1057.jpg,whale_36154,1972.45064806,1374.18145563,1790.72382851,1223.08275174
w_4261.jpg,whale_85670,755.493519442,667.692921236,1010.72781655,786.121635095
w_4974.jpg,whale_23367,1449.73080758,1747.8444666,1506.90329013,1525.28015952
w_2469.jpg,whale_98645,1298.63210369,967.848454636,1488.52642074,1074.02592223
w_3807.jpg,whale_87155,1488.52642074,2622.14955135,1946.7996012,2577.3559322
w_1264.jpg,whale_48813,1321.09272183,1468.10767697,1559.99202393,1361.93020937
w_6066.jpg,whale_59173,1376.22333001,1174.0777667,1527.3220339,1018.89531406
w_6052.jpg,whale_82548,1043.39780658,1496.69391825,704.44666002,1553.8664008
w_5811.jpg,whale_38008,1027.06281157,745.284147557,1339.46959123,873.9222333
w_3444.jpg,whale_74683,1402.38484546,1760.7337986,1757.28813559,2008.82153539
w_8582.jpg,whale_76782,1247.58524427,1343.55333998,1294.54835494,1153.65902293
w_8962.jpg,whale_73592,1862.1894317,826.959122632,1617.16450648,835.12662014
w_6326.jpg,whale_00195,1586.53639083,865.754735793,1653.91824526,1006.6440678
w_2989.jpg,whale_43971,2725.51944167,2232.78963111,2439.52941176,1722.83150548
w_5587.jpg,whale_79439,1727.42572283,1082.19341974,1606.9551346,1153.65902293
w_7405.jpg,whale_33152,1574.41276171,1141.21635095,1234.37686939,1276.29910269
w_527.jpg,whale_53079,1423.18644068,1370.09770688,1439.52143569,1065.85842473
w_2302.jpg,whale_52505,2670.3888335,2308.59421735,3104.54237288,2198.333001
w_3403.jpg,whale_77693,2005.12063809,826.959122632,2154.1774676,1002.56031904
w_7462.jpg,whale_97882,1608.99700897,1272.08773679,1490.56829511,1035.23030907
w_3777.jpg,whale_78280,1998.99501496,841.25224327,1874.44067797,873.9222333
w_4895.jpg,whale_95370,1247.58524427,1159.78464606,1308.84147557,927.010967099
w_6563.jpg,whale_94176,2360.27916251,2573.91026919,2563.57328016,2205.22432702
w_6882.jpg,whale_63541,1506.90329013,1043.39780658,1335.38584247,847.377866401
w_4706.jpg,whale_70904,1447.6889332,1251.66899302,1484.44267198,1071.98404786
w_2578.jpg,whale_28892,1196.53838485,1057.69092722,1421.1445663,1059.7328016
w_9406.jpg,whale_16738,2808.21535394,1609.12462612,2584.24725823,1822.7557328
w_4071.jpg,whale_05487,1653.91824526,1374.18145563,1639.62512463,1243.50149551
w_2212.jpg,whale_83892,1412.97706879,1674.33698903,1482.40079761,1476.27517448
w_8153.jpg,whale_08017,1996.95314058,1086.27716849,1721.3000997,1096.48654038
w_3648.jpg,whale_57251,1666.16949153,1257.79461615,1886.69192423,1035.23030907
w_5084.jpg,whale_72820,1261.87836491,1180.20338983,1470.14955135,1012.76969093
w_1654.jpg,whale_98996,1435.43768694,880.047856431,1521.19641077,982.141575274
w_6801.jpg,whale_12820,3211.35792622,682.241276171,2815.10667996,1116.39481555
w_6612.jpg,whale_66852,1743.76071785,728.949152542,1543.65702891,718.739780658
w_5032.jpg,whale_27085,1715.17447657,1149.57527418,2050.04187438,1135.28215354
w_1115.jpg,whale_90820,1231.25024925,718.739780658,1500.7611336,735.870445344
w_7935.jpg,whale_23821,1484.44267198,1308.84147557,1382.34895314,1055.64905284
w_2185.jpg,whale_06339,1210.83150548,618.687936191,1169.10121457,870.607287449
w_6303.jpg,whale_83791,1094.444666,1069.94217348,1402.76769691,1208.78963111
w_4961.jpg,whale_37154,3366.41276171,1553.99401795,3025.29212363,1522.98305085
w_4435.jpg,whale_87622,1805.52741775,1540.2113659,2343.05084746,1740.05982054
w_112.jpg,whale_40169,1584.49451645,908.634097707,1559.99202393,988.267198405
w_7622.jpg,whale_15079,1186.32901296,539.054835494,1508.94516451,557.431704885
w_6262.jpg,whale_52749,1521.19641077,1169.99401795,1823.39381854,1000.51844467
w_8756.jpg,whale_11708,1118.94715852,618.687936191,1304.75772682,622.771684945
w_4277.jpg,whale_82064,1257.79461615,1147.5333998,1359.888335,1022.97906281
w_1683.jpg,whale_90820,1108.73778664,375.704885344,1278.21335992,612.562313061
w_1477.jpg,whale_60729,1629.41575274,741.200398804,1980.61814556,867.796610169
w_4236.jpg,whale_17604,1472.19142572,684.027916251,1163.86839482,788.163509472
w_2078.jpg,whale_37154,1882.60817547,1065.85842473,2001.03688933,969.890329013
w_353.jpg,whale_28263,1651.87637089,1298.63210369,1553.8664008,922.927218345
w_3326.jpg,whale_19906,1753.84247258,2952.9332004,2253.46360917,2573.91026919
w_4561.jpg,whale_34656,3180.34695912,1409.27617149,3645.5114656,1181.86241276
w_8024.jpg,whale_61461,1510.98703888,522.719840479,1410.93519442,659.525423729
w_7828.jpg,whale_96385,1856.06380857,1553.8664008,1876.48255234,1212.87337986
w_1766.jpg,whale_73684,1368.0558325,943.345962114,1559.99202393,1025.02093719
w_1992.jpg,whale_68116,1711.09072782,1120.9890329,1580.4107677,863.712861416
w_4436.jpg,whale_23118,1851.98005982,1637.58325025,1854.0219342,1388.47457627
w_7392.jpg,whale_81875,1349.67896311,1112.82153539,1337.42771685,922.927218345
w_3237.jpg,whale_11076,1694.7557328,761.619142572,1400.72582253,847.377866401
w_354.jpg,whale_34656,2133.75872383,1268.00398804,1911.19441675,1086.27716849
w_2133.jpg,whale_87291,1382.34895314,561.515453639,1604.91326022,743.24227318
w_8556.jpg,whale_87604,2853.00897308,1777.96211366,2198.333001,1736.61415753
w_7218.jpg,whale_72820,1578.36889332,443.086739781,1582.45264207,283.820538385
w_8157.jpg,whale_37654,1549.78265204,1353.76271186,1559.99202393,1212.87337986
w_8666.jpg,whale_39689,2766.86739781,1774.51645065,2577.3559322,2105.3000997
w_3159.jpg,whale_26288,1566.11764706,1941.8225324,1778.47258225,1670.25324028
w_6141.jpg,whale_11076,1637.58325025,620.729810568,1398.68394816,829.000997009
w_5262.jpg,whale_37658,1753.97008973,1327.21834497,1619.20638086,1294.54835494
w_1953.jpg,whale_87291,1370.09770688,906.59222333,1415.01894317,1031.14656032
w_4488.jpg,whale_55550,2121.50747757,704.44666002,1880.5663011,698.321036889
w_3144.jpg,whale_36300,1464.02392822,894.340977069,1355.80458624,843.294117647
w_3875.jpg,whale_69459,1502.81954138,829.000997009,1216.95712861,726.907278166
w_2462.jpg,whale_43971,2219.51744766,1284.33898305,1929.57128614,1484.44267198
w_3239.jpg,whale_90929,1286.38085743,1029.10468594,1357.84646062,790.205383848
w_142.jpg,whale_35594,2458.41674975,839.210368893,2109.25623131,918.843469591
w_3770.jpg,whale_41125,1807.05882353,410.416749751,1721.3000997,622.771684945
w_3415.jpg,whale_79823,1063.81655035,504.342971087,1339.46959123,573.7666999
w_5177.jpg,whale_79439,2021.4556331,929.052841476,1823.39381854,822.875373878
w_7852.jpg,whale_46974,1788.68195414,943.345962114,1964.28315055,896.382851446
w_3131.jpg,whale_35844,1382.34895314,963.764705882,1533.44765703,724.865403789
w_1617.jpg,whale_03623,2088.07178465,1743.50548355,2529.11665005,1622.90727817
w_9126.jpg,whale_18989,1257.79461615,1261.87836491,1492.61016949,982.141575274
w_6867.jpg,whale_47700,1580.4107677,859.629112662,1529.36390828,596.227318046
w_8868.jpg,whale_37269,1817.26819541,1768.26321037,1645.75074776,1529.36390828
w_2322.jpg,whale_85464,1766.22133599,851.461615155,1594.70388833,747.326021934
w_3007.jpg,whale_53580,1355.80458624,1435.43768694,1449.73080758,1265.96211366
w_6357.jpg,whale_50021,1741.71884347,714.656031904,1770.30508475,902.508474576
w_4134.jpg,whale_79823,1676.37886341,859.629112662,1515.07078764,941.304087737
w_3935.jpg,whale_38681,1649.83449651,922.927218345,1807.05882353,706.488534397
w_9197.jpg,whale_54574,3611.05483549,882.089730808,3018.40079761,1057.81854437
w_4927.jpg,whale_44127,1312.92522433,661.567298106,1331.30209372,777.954137587
w_3527.jpg,whale_64006,1823.39381854,957.639082752,1474.2333001,843.294117647
w_7093.jpg,whale_73080,1525.28015952,976.015952144,1292.50648056,912.717846461
w_6276.jpg,whale_61260,1388.47457627,1723.34197408,1425.22831505,1449.73080758
w_3776.jpg,whale_08017,1778.47258225,637.064805583,1564.07577268,777.954137587
w_8299.jpg,whale_78280,2594.58424726,1106.05782652,2156.98504487,1371.37387836
w_1856.jpg,whale_17604,1355.80458624,1088.31904287,1553.8664008,812.666001994
w_6828.jpg,whale_48966,908.634097707,1243.50149551,1120.9890329,1102.61216351
w_8918.jpg,whale_47734,1374.18145563,1553.8664008,1631.45762712,1443.60518445
w_4515.jpg,whale_64714,1051.56530409,820.833499501,1227.1665005,822.875373878
w_9464.jpg,whale_55079,2391.29012961,1547.10269192,2556.68195414,1660.80957129
w_2254.jpg,whale_23367,1104.65403789,1696.79760718,1198.58025922,1388.47457627
w_6707.jpg,whale_98939,1482.40079761,1165.91026919,1355.80458624,973.974077767
w_6054.jpg,whale_26397,1745.80259222,798.372881356,1631.45762712,1039.31405783
w_710.jpg,whale_63948,1229.20837488,1478.31704885,1700.88135593,1372.13958126
w_3627.jpg,whale_91826,1098.52841476,1047.48155533,1494.65204387,1145.49152542
w_1063.jpg,whale_40169,1441.56331007,716.697906281,1216.95712861,914.759720837
w_3969.jpg,whale_64496,1600.82951147,953.555333998,1461.98205384,1080.15154536
w_3339.jpg,whale_17785,1792.76570289,1339.46959123,1713.13260219,1063.81655035
w_3420.jpg,whale_81818,1314.9670987,875.964107677,1176.11964108,1090.36091725
w_6665.jpg,whale_24815,2241.9780658,916.801595214,2103.13060818,971.93220339
w_4240.jpg,whale_73136,1813.18444666,1247.58524427,1756.01196411,1106.69591226
w_6110.jpg,whale_23574,1500.777667,618.687936191,1351.72083749,710.572283151
w_9084.jpg,whale_49237,1627.37387836,939.26221336,1805.01694915,1002.56031904
w_6620.jpg,whale_68789,3063.19441675,1795.19042871,2649.71485543,1671.14656032
w_5557.jpg,whale_29569,2563.57328016,1581.55932203,2880.57427717,1808.97308076
w_9465.jpg,whale_89615,1327.21834497,1004.60219342,1172.03589232,798.372881356
w_7070.jpg,whale_20448,2152.13559322,802.45663011,1817.26819541,939.26221336
w_317.jpg,whale_31594,2080.66999003,1596.74576271,1921.40378863,1466.06580259
w_348.jpg,whale_53079,1372.13958126,1037.27218345,1684.54636092,935.178464606
w_3625.jpg,whale_48415,1325.17647059,1251.66899302,1670.25324028,1047.48155533
w_8547.jpg,whale_60729,1523.23828514,986.225324028,1210.83150548,1043.39780658
w_4181.jpg,whale_27820,1629.41575274,779.996011964,1743.76071785,1067.9002991
w_1438.jpg,whale_48415,1492.61016949,910.675972084,1284.33898305,808.58225324
w_6336.jpg,whale_19041,1764.17946162,2525.67098704,2036.38683948,2618.70388833
w_8377.jpg,whale_06334,1582.45264207,741.200398804,1431.35393819,922.927218345
w_4028.jpg,whale_55550,1862.1894317,1110.77966102,1694.7557328,910.675972084
w_3074.jpg,whale_32087,1172.03589232,894.340977069,1410.93519442,941.304087737
w_256.jpg,whale_48966,1672.29511466,1172.03589232,1751.92821535,1388.47457627
w_8140.jpg,whale_85670,1417.06081755,1086.27716849,1608.99700897,816.749750748
w_5805.jpg,whale_82089,1484.44267198,1314.9670987,1496.69391825,1139.36590229
w_6447.jpg,whale_52342,2090.87936191,1321.09272183,1743.76071785,1290.46460618
w_1975.jpg,whale_44127,1406.85144566,1118.94715852,1261.87836491,849.419740778
w_8475.jpg,whale_74439,812.666001994,1235.33399801,1139.36590229,1184.28713858
w_8754.jpg,whale_60921,1635.54137587,1388.47457627,1688.63010967,1157.74277168
w_5553.jpg,whale_65057,1633.4995015,575.808574277,1611.03888335,820.833499501
w_5021.jpg,whale_75932,1627.37387836,1145.49152542,1427.27018943,918.843469591
w_1867.jpg,whale_49530,1570.20139581,1059.7328016,1615.1226321,859.629112662
w_1273.jpg,whale_97542,2378.78364905,1208.78963111,2184.80558325,1129.15653041
w_6640.jpg,whale_37269,1817.26819541,1074.02592223,2052.08374875,1039.31405783
w_1381.jpg,whale_23821,1443.60518445,908.634097707,1566.11764706,1020.93718843
w_4678.jpg,whale_02839,1063.81655035,1321.09272183,1137.32402792,1174.0777667
w_6402.jpg,whale_64714,1127.11465603,978.05782652,1321.09272183,1037.27218345
w_7282.jpg,whale_36851,961.722831505,1000.51844467,1212.87337986,914.759720837
w_7376.jpg,whale_25878,1529.36390828,1419.10269192,1562.03389831,1229.20837488
w_1352.jpg,whale_61461,1033.1884347,1202.66400798,1278.21335992,1084.23529412
w_1741.jpg,whale_61260,1745.80259222,941.304087737,1480.35892323,882.089730808
w_2171.jpg,whale_38681,1580.4107677,896.382851446,1555.90827517,616.646061815
w_2907.jpg,whale_15434,1061.77467597,1527.3220339,1153.65902293,1294.54835494
w_7531.jpg,whale_55079,1075.04685942,3105.69092722,1015.3220339,3036.01196411
w_6504.jpg,whale_11242,1588.45064806,2487.76869392,1905.45164506,2026.04985045
w_1736.jpg,whale_18989,2029.62313061,1137.32402792,1903.02691924,1025.02093719
w_4504.jpg,whale_48490,2701.3998006,2239.68095713,2773.75872383,1740.05982054
w_8159.jpg,whale_74162,929.052841476,941.304087737,1188.37088734,945.387836491
w_4692.jpg,whale_52749,1319.05084746,1380.30707876,1490.56829511,1259.83649053
w_7516.jpg,whale_89211,1357.84646062,779.996011964,1447.6889332,904.550348953
w_5165.jpg,whale_36851,1862.1894317,1037.27218345,1602.87138584,786.121635095
w_2993.jpg,whale_25878,2642.82352941,1526.42871386,2418.8554337,1950.24526421
w_6759.jpg,whale_09454,2708.29112662,1433.39581256,2501.55134596,1791.7447657
w_8216.jpg,whale_29172,2036.38683948,1423.05882353,2219.00697906,1274.89531406
w_7567.jpg,whale_59255,1704.96510469,959.680957129,1715.17447657,771.828514457
w_4989.jpg,whale_08637,1768.26321037,947.429710867,1457.89830508,1127.11465603
w_222.jpg,whale_35426,1198.58025922,929.052841476,1351.72083749,753.451645065
w_5775.jpg,whale_86377,2277.58325025,1002.68793619,2380.95314058,1398.93918245
w_8768.jpg,whale_38681,1692.71385842,927.010967099,1529.36390828,1014.8115653
w_8942.jpg,whale_51538,1682.50448654,808.58225324,1445.64705882,984.183449651
w_5571.jpg,whale_66711,2264.43868395,971.93220339,1982.66001994,929.052841476
w_1308.jpg,whale_80405,1792.76570289,1035.23030907,1557.95014955,839.210368893
w_3305.jpg,whale_72820,1392.55832502,1116.90528415,1482.40079761,812.666001994
w_5892.jpg,whale_05349,1400.72582253,1147.5333998,1419.10269192,857.587238285
w_2545.jpg,whale_97688,1317.00897308,551.306081755,1368.0558325,710.572283151
w_6181.jpg,whale_09651,1412.97706879,1243.50149551,1421.1445663,969.890329013
w_3515.jpg,whale_48386,1396.64207378,1402.76769691,1443.60518445,1206.74775673
w_847.jpg,whale_26686,3304.39082752,2108.74576271,2939.15054835,1964.02791625
w_7327.jpg,whale_54920,1388.47457627,1366.01395813,1449.73080758,1039.31405783
w_3506.jpg,whale_90271,1359.888335,1186.32901296,1506.90329013,984.183449651
w_3462.jpg,whale_48813,1500.777667,1020.93718843,1596.74576271,1118.94715852
w_1780.jpg,whale_60921,1582.45264207,849.419740778,1545.69890329,951.513459621
w_6363.jpg,whale_36437,1371.96410768,764.027916251,1225.73080758,869.18444666
w_4390.jpg,whale_65586,2422.30109671,1815.86440678,2401.62711864,1543.65702891
w_1827.jpg,whale_33723,1637.58325025,635.022931206,1778.47258225,847.377866401
w_272.jpg,whale_23525,3194.12961117,1505.75473579,3011.50947159,882.089730808
w_4758.jpg,whale_79648,1886.69192423,1270.04586241,1696.79760718,1092.40279163
w_2001.jpg,whale_59255,1576.32701894,1255.75274177,1598.78763709,1055.64905284
w_4050.jpg,whale_09062,1533.44765703,855.545363908,1574.28514457,953.555333998
w_6797.jpg,whale_59627,1388.47457627,675.860418744,1643.70887338,686.069790628
w_984.jpg,whale_97924,1333.47158524,2287.92023928,1709.04885344,2139.75672981
w_4551.jpg,whale_38817,665.651046859,1025.02093719,963.764705882,998.476570289
w_9015.jpg,whale_05661,1551.82452642,1067.9002991,1782.55633101,1110.77966102
w_8141.jpg,whale_11555,1457.89830508,927.010967099,1488.52642074,1141.40777667
w_9396.jpg,whale_13288,1566.11764706,669.734795613,1453.81455633,878.005982054
w_5779.jpg,whale_49135,1482.40079761,1080.15154536,1762.13758724,943.345962114
w_3492.jpg,whale_11242,1890.77567298,1202.66400798,1517.11266201,1061.77467597
w_9092.jpg,whale_48966,1251.66899302,927.010967099,1590.62013958,700.362911266
w_4889.jpg,whale_92465,1981.25623131,1722.83150548,2325.8225324,1371.37387836
w_6539.jpg,whale_40169,1396.64207378,1006.6440678,1655.96011964,992.350947159
w_199.jpg,whale_11076,1474.2333001,829.000997009,1747.8444666,853.503489531
w_8290.jpg,whale_02411,2001.03688933,1057.69092722,1719.25822532,984.183449651
w_3385.jpg,whale_86041,1592.66201396,941.304087737,1482.40079761,1071.98404786
w_1619.jpg,whale_85464,1343.55333998,998.476570289,1435.43768694,767.744765703
w_1636.jpg,whale_90957,1784.59820538,663.609172483,1662.08574277,812.666001994
w_597.jpg,whale_23525,1253.7108674,865.754735793,1478.31704885,927.010967099
w_1296.jpg,whale_59173,1762.13758724,788.163509472,1568.15952144,963.764705882
w_2301.jpg,whale_10977,1384.39082752,769.78664008,1506.90329013,973.974077767
w_9233.jpg,whale_03623,1216.95712861,955.597208375,1329.26021934,1155.70089731
w_3953.jpg,whale_23847,1596.74576271,579.892323031,1598.78763709,818.791625125
w_8934.jpg,whale_09651,1366.01395813,851.461615155,1623.29012961,994.392821535
w_7401.jpg,whale_53079,1629.41575274,1120.9890329,1437.47956132,1276.17148554
w_1277.jpg,whale_17785,1333.3439681,679.944167498,1343.55333998,937.220338983
w_888.jpg,whale_82064,1944.72582253,1034.08175474,1658.25722832,959.55333998
w_969.jpg,whale_47700,1778.47258225,632.98105683,1794.80757727,812.666001994
w_4328.jpg,whale_12074,1049.52342971,1041.3559322,1188.37088734,1300.67397807
w_985.jpg,whale_64496,2219.51744766,1129.15653041,2005.12063809,1051.56530409
w_5514.jpg,whale_34488,1694.7557328,961.722831505,1557.95014955,963.764705882
w_8685.jpg,whale_68116,1544.13559322,1204.0997009,1441.65902293,1029.42372881
w_416.jpg,whale_79166,2399.20239282,1386.43270189,2148.05184447,1406.85144566
w_8164.jpg,whale_48813,3387.08673978,2136.3110668,3576.59820538,1405.83050847
w_7128.jpg,whale_33140,1676.37886341,1278.21335992,1384.39082752,1265.96211366
w_5129.jpg,whale_86206,1827.4775673,1059.7328016,1582.45264207,1014.8115653
w_1382.jpg,whale_23525,1390.51645065,1229.20837488,1466.06580259,1108.73778664
w_7452.jpg,whale_68116,2092.92123629,814.707876371,1807.05882353,865.754735793
w_1506.jpg,whale_39689,2007.16251246,581.934197408,1798.89132602,718.739780658
w_4256.jpg,whale_82554,2949.48753739,1419.61316052,2949.48753739,1071.60119641
w_5062.jpg,whale_26654,1133.24027916,728.949152542,1384.39082752,796.331006979
w_7115.jpg,whale_49135,2370.61615155,1547.10269192,2887.46560319,1330.02592223
w_2861.jpg,whale_08181,1341.5114656,1041.3559322,1611.03888335,1051.56530409
w_7795.jpg,whale_22297,1502.30907278,1891.66899302,1874.44067797,2063.95214357
w_1568.jpg,whale_95370,1858.10568295,1415.01894317,1811.14257228,1137.32402792
w_69.jpg,whale_95831,1441.56331007,910.675972084,1455.85643071,708.530408774
w_5207.jpg,whale_15519,2897.80259222,1864.10368893,2518.77966102,1467.85244267
w_7573.jpg,whale_38288,2849.56331007,1964.02791625,2377.50747757,1805.52741775
w_8428.jpg,whale_72327,1253.7108674,661.567298106,1396.64207378,759.577268195
w_6764.jpg,whale_09651,1749.88634098,973.974077767,1486.48454636,1065.85842473
w_3494.jpg,whale_90911,1445.64705882,1100.57028913,1419.10269192,1163.86839482
w_9286.jpg,whale_02411,1447.6889332,714.656031904,1461.98205384,918.843469591
w_1604.jpg,whale_10005,1084.23529412,555.389830508,1241.45962114,784.079760718
w_571.jpg,whale_38894,2877.12861416,1223.21036889,2343.05084746,1402.38484546
w_8347.jpg,whale_88147,1033.1884347,1263.92023928,1347.63708873,1004.60219342
w_8588.jpg,whale_66852,1255.75274177,1169.99401795,1302.71585244,912.717846461
w_3801.jpg,whale_20448,1600.82951147,1025.02093719,1776.43070788,722.823529412
w_201.jpg,whale_38681,3366.41276171,1791.7447657,2987.38983051,1750.39680957
w_8706.jpg,whale_03103,1366.01395813,1133.24027916,1435.43768694,1067.9002991
w_7295.jpg,whale_43971,1037.27218345,647.274177468,1384.39082752,645.232303091
w_876.jpg,whale_81136,2374.06181456,2077.73479561,2887.46560319,2163.87637089
w_536.jpg,whale_84178,1402.76769691,555.389830508,1682.50448654,624.813559322
w_1323.jpg,whale_95091,941.304087737,359.369890329,1235.33399801,236.857427717
w_560.jpg,whale_79166,2468.62612164,777.954137587,2143.96809571,765.702891326
w_1905.jpg,whale_39293,1592.66201396,857.587238285,1931.61316052,998.476570289
w_4374.jpg,whale_54574,1762.13758724,1421.1445663,1472.19142572,1208.78963111
w_5416.jpg,whale_64299,1584.49451645,430.835493519,1658.00199402,667.692921236
w_3249.jpg,whale_54850,1502.81954138,835.12662014,1510.98703888,986.225324028
w_1245.jpg,whale_83791,1408.89332004,1082.19341974,1545.69890329,935.178464606
w_8719.jpg,whale_87622,1798.63609172,1426.50448654,2246.57228315,1736.61415753
w_3071.jpg,whale_37154,1707.00697906,810.624127617,1562.03389831,980.099700897
w_5222.jpg,whale_38191,2015.33000997,1341.5114656,1831.56131605,1231.25024925
w_5249.jpg,whale_02411,1480.35892323,704.44666002,1521.19641077,884.131605184
w_2664.jpg,whale_91826,1837.68693918,1180.20338983,1655.96011964,929.052841476
w_1527.jpg,whale_64937,1259.83649053,992.350947159,1437.47956132,802.45663011
w_5485.jpg,whale_14270,1268.00398804,1302.71585244,1476.27517448,1074.02592223
w_3027.jpg,whale_58474,2113.33998006,831.042871386,1813.18444666,924.969092722
