,Image,whaleID,label
53,w_3392.jpg,whale_08439,34
54,w_9358.jpg,whale_48813,222
55,w_8357.jpg,whale_08181,32
56,w_2883.jpg,whale_78280,346
57,w_1087.jpg,whale_23847,107
58,w_9328.jpg,whale_29569,132
59,w_4469.jpg,whale_67685,305
60,w_3983.jpg,whale_49530,229
61,w_4441.jpg,whale_48386,217
62,w_7702.jpg,whale_49491,228
63,w_1325.jpg,whale_39915,183
64,w_7416.jpg,whale_38008,170
65,w_4213.jpg,whale_50021,232
66,w_869.jpg,whale_81875,366
67,w_9376.jpg,whale_10977,48
68,w_5075.jpg,whale_82548,372
69,w_1057.jpg,whale_36154,158
70,w_4261.jpg,whale_85670,382
71,w_4974.jpg,whale_23367,102
72,w_2469.jpg,whale_98645,439
73,w_3807.jpg,whale_87155,390
74,w_1264.jpg,whale_48813,222
75,w_6066.jpg,whale_59173,265
76,w_6052.jpg,whale_82548,372
77,w_5811.jpg,whale_38008,170
78,w_3444.jpg,whale_74683,333
79,w_8582.jpg,whale_76782,343
80,w_8962.jpg,whale_73592,325
81,w_6326.jpg,whale_00195,0
82,w_2989.jpg,whale_43971,198
83,w_5587.jpg,whale_79439,355
84,w_7405.jpg,whale_33152,143
85,w_527.jpg,whale_53079,244
86,w_2302.jpg,whale_52505,240
87,w_3403.jpg,whale_77693,344
88,w_7462.jpg,whale_97882,433
89,w_3777.jpg,whale_78280,346
90,w_4895.jpg,whale_95370,426
91,w_6563.jpg,whale_94176,423
92,w_6882.jpg,whale_63541,277
93,w_4706.jpg,whale_70904,316
94,w_2578.jpg,whale_28892,129
95,w_9406.jpg,whale_16738,75
96,w_4071.jpg,whale_05487,18
97,w_2212.jpg,whale_83892,377
98,w_8153.jpg,whale_08017,31
99,w_3648.jpg,whale_57251,257
100,w_5084.jpg,whale_72820,321
101,w_1654.jpg,whale_98996,442
102,w_6801.jpg,whale_12820,59
103,w_6612.jpg,whale_66852,299
104,w_5032.jpg,whale_27085,121
105,w_1115.jpg,whale_90820,413
106,w_7935.jpg,whale_23821,106
107,w_2185.jpg,whale_06339,23
108,w_6303.jpg,whale_83791,376
109,w_4961.jpg,whale_37154,165
110,w_4435.jpg,whale_87622,394
111,w_112.jpg,whale_40169,184
112,w_7622.jpg,whale_15079,69
113,w_6262.jpg,whale_52749,241
114,w_8756.jpg,whale_11708,54
115,w_4277.jpg,whale_82064,369
116,w_1683.jpg,whale_90820,413
117,w_1477.jpg,whale_60729,269
118,w_4236.jpg,whale_17604,80
119,w_2078.jpg,whale_37154,165
120,w_353.jpg,whale_28263,127
121,w_3326.jpg,whale_19906,87
122,w_4561.jpg,whale_34656,149
123,w_8024.jpg,whale_61461,272
124,w_7828.jpg,whale_96385,429
125,w_1766.jpg,whale_73684,327
126,w_1992.jpg,whale_68116,307
127,w_4436.jpg,whale_23118,101
128,w_7392.jpg,whale_81875,366
129,w_3237.jpg,whale_11076,49
130,w_354.jpg,whale_34656,149
131,w_2133.jpg,whale_87291,391
132,w_8556.jpg,whale_87604,393
133,w_7218.jpg,whale_72820,321
134,w_8157.jpg,whale_37654,168
135,w_8666.jpg,whale_39689,182
136,w_3159.jpg,whale_26288,117
137,w_6141.jpg,whale_11076,49
138,w_5262.jpg,whale_37658,169
139,w_1953.jpg,whale_87291,391
140,w_4488.jpg,whale_55550,254
141,w_3144.jpg,whale_36300,160
142,w_3875.jpg,whale_69459,312
143,w_2462.jpg,whale_43971,198
144,w_3239.jpg,whale_90929,415
145,w_142.jpg,whale_35594,156
146,w_3770.jpg,whale_41125,188
147,w_3415.jpg,whale_79823,357
148,w_5177.jpg,whale_79439,355
149,w_7852.jpg,whale_46974,210
150,w_3131.jpg,whale_35844,157
151,w_1617.jpg,whale_03623,7
152,w_9126.jpg,whale_18989,84
153,w_6867.jpg,whale_47700,212
154,w_8868.jpg,whale_37269,166
155,w_2322.jpg,whale_85464,381
156,w_3007.jpg,whale_53580,245
157,w_6357.jpg,whale_50021,232
158,w_4134.jpg,whale_79823,357
159,w_3935.jpg,whale_38681,176
160,w_9197.jpg,whale_54574,248
161,w_4927.jpg,whale_44127,200
162,w_3527.jpg,whale_64006,280
163,w_7093.jpg,whale_73080,322
164,w_6276.jpg,whale_61260,271
165,w_3776.jpg,whale_08017,31
166,w_8299.jpg,whale_78280,346
167,w_1856.jpg,whale_17604,80
168,w_6828.jpg,whale_48966,223
169,w_8918.jpg,whale_47734,213
170,w_4515.jpg,whale_64714,286
171,w_9464.jpg,whale_55079,252
172,w_2254.jpg,whale_23367,102
173,w_6707.jpg,whale_98939,441
174,w_6054.jpg,whale_26397,118
175,w_710.jpg,whale_63948,279
176,w_3627.jpg,whale_91826,418
177,w_1063.jpg,whale_40169,184
178,w_3969.jpg,whale_64496,283
179,w_3339.jpg,whale_17785,81
180,w_3420.jpg,whale_81818,365
181,w_6665.jpg,whale_24815,112
182,w_4240.jpg,whale_73136,323
183,w_6110.jpg,whale_23574,105
184,w_9084.jpg,whale_49237,226
185,w_6620.jpg,whale_68789,310
186,w_5557.jpg,whale_29569,132
187,w_9465.jpg,whale_89615,407
188,w_7070.jpg,whale_20448,89
189,w_317.jpg,whale_31594,136
190,w_348.jpg,whale_53079,244
191,w_3625.jpg,whale_48415,218
192,w_8547.jpg,whale_60729,269
193,w_4181.jpg,whale_27820,123
194,w_1438.jpg,whale_48415,218
195,w_6336.jpg,whale_19041,86
196,w_8377.jpg,whale_06334,22
197,w_4028.jpg,whale_55550,254
198,w_3074.jpg,whale_32087,139
199,w_256.jpg,whale_48966,223
200,w_8140.jpg,whale_85670,382
201,w_5805.jpg,whale_82089,370
202,w_6447.jpg,whale_52342,239
203,w_1975.jpg,whale_44127,200
204,w_8475.jpg,whale_74439,331
205,w_8754.jpg,whale_60921,270
206,w_5553.jpg,whale_65057,290
207,w_5021.jpg,whale_75932,341
208,w_1867.jpg,whale_49530,229
209,w_1273.jpg,whale_97542,431
210,w_6640.jpg,whale_37269,166
211,w_1381.jpg,whale_23821,106
212,w_4678.jpg,whale_02839,4
213,w_6402.jpg,whale_64714,286
214,w_7282.jpg,whale_36851,163
215,w_7376.jpg,whale_25878,115
216,w_1352.jpg,whale_61461,272
217,w_1741.jpg,whale_61260,271
218,w_2171.jpg,whale_38681,176
219,w_2907.jpg,whale_15434,70
220,w_7531.jpg,whale_55079,252
221,w_6504.jpg,whale_11242,51
222,w_1736.jpg,whale_18989,84
223,w_4504.jpg,whale_48490,219
224,w_8159.jpg,whale_74162,329
225,w_4692.jpg,whale_52749,241
226,w_7516.jpg,whale_89211,403
227,w_5165.jpg,whale_36851,163
228,w_2993.jpg,whale_25878,115
229,w_6759.jpg,whale_09454,42
230,w_8216.jpg,whale_29172,130
231,w_7567.jpg,whale_59255,266
232,w_4989.jpg,whale_08637,35
233,w_222.jpg,whale_35426,154
234,w_5775.jpg,whale_86377,387
235,w_8768.jpg,whale_38681,176
236,w_8942.jpg,whale_51538,236
237,w_5571.jpg,whale_66711,298
238,w_1308.jpg,whale_80405,361
239,w_3305.jpg,whale_72820,321
240,w_5892.jpg,whale_05349,17
241,w_2545.jpg,whale_97688,432
242,w_6181.jpg,whale_09651,43
243,w_3515.jpg,whale_48386,217
244,w_847.jpg,whale_26686,120
245,w_7327.jpg,whale_54920,251
246,w_3506.jpg,whale_90271,410
247,w_3462.jpg,whale_48813,222
248,w_1780.jpg,whale_60921,270
249,w_6363.jpg,whale_36437,161
250,w_4390.jpg,whale_65586,292
251,w_1827.jpg,whale_33723,145
252,w_272.jpg,whale_23525,104
253,w_4758.jpg,whale_79648,356
254,w_2001.jpg,whale_59255,266
255,w_4050.jpg,whale_09062,39
256,w_6797.jpg,whale_59627,267
257,w_984.jpg,whale_97924,434
258,w_4551.jpg,whale_38817,177
259,w_9015.jpg,whale_05661,19
260,w_8141.jpg,whale_11555,52
261,w_9396.jpg,whale_13288,60
262,w_5779.jpg,whale_49135,224
263,w_3492.jpg,whale_11242,51
264,w_9092.jpg,whale_48966,223
265,w_4889.jpg,whale_92465,420
266,w_6539.jpg,whale_40169,184
267,w_199.jpg,whale_11076,49
268,w_8290.jpg,whale_02411,2
269,w_3385.jpg,whale_86041,383
270,w_1619.jpg,whale_85464,381
271,w_1636.jpg,whale_90957,416
272,w_597.jpg,whale_23525,104
273,w_1296.jpg,whale_59173,265
274,w_2301.jpg,whale_10977,48
275,w_9233.jpg,whale_03623,7
276,w_3953.jpg,whale_23847,107
277,w_8934.jpg,whale_09651,43
278,w_7401.jpg,whale_53079,244
279,w_1277.jpg,whale_17785,81
280,w_888.jpg,whale_82064,369
281,w_969.jpg,whale_47700,212
282,w_4328.jpg,whale_12074,55
283,w_985.jpg,whale_64496,283
284,w_5514.jpg,whale_34488,147
285,w_8685.jpg,whale_68116,307
286,w_416.jpg,whale_79166,352
287,w_8164.jpg,whale_48813,222
288,w_7128.jpg,whale_33140,142
289,w_5129.jpg,whale_86206,386
290,w_1382.jpg,whale_23525,104
291,w_7452.jpg,whale_68116,307
292,w_1506.jpg,whale_39689,182
293,w_4256.jpg,whale_82554,373
294,w_5062.jpg,whale_26654,119
295,w_7115.jpg,whale_49135,224
296,w_2861.jpg,whale_08181,32
297,w_7795.jpg,whale_22297,98
298,w_1568.jpg,whale_95370,426
299,w_69.jpg,whale_95831,427
300,w_5207.jpg,whale_15519,71
301,w_7573.jpg,whale_38288,172
302,w_8428.jpg,whale_72327,320
303,w_6764.jpg,whale_09651,43
304,w_3494.jpg,whale_90911,414
305,w_9286.jpg,whale_02411,2
306,w_1604.jpg,whale_10005,45
307,w_571.jpg,whale_38894,178
308,w_8347.jpg,whale_88147,396
309,w_8588.jpg,whale_66852,299
310,w_3801.jpg,whale_20448,89
311,w_201.jpg,whale_38681,176
312,w_8706.jpg,whale_03103,5
313,w_7295.jpg,whale_43971,198
314,w_876.jpg,whale_81136,363
315,w_536.jpg,whale_84178,378
316,w_1323.jpg,whale_95091,425
317,w_560.jpg,whale_79166,352
318,w_1905.jpg,whale_39293,180
319,w_4374.jpg,whale_54574,248
320,w_5416.jpg,whale_64299,282
321,w_3249.jpg,whale_54850,250
322,w_1245.jpg,whale_83791,376
323,w_8719.jpg,whale_87622,394
324,w_3071.jpg,whale_37154,165
325,w_5222.jpg,whale_38191,171
326,w_5249.jpg,whale_02411,2
327,w_2664.jpg,whale_91826,418
328,w_1527.jpg,whale_64937,288
329,w_5485.jpg,whale_14270,65
330,w_3027.jpg,whale_58474,262
331,w_1218.jpg,whale_21160,90
332,w_5484.jpg,whale_49491,228
333,w_5274.jpg,whale_47700,212
334,w_9088.jpg,whale_13863,63
335,w_8083.jpg,whale_51603,237
336,w_3978.jpg,whale_38543,175
337,w_4759.jpg,whale_29858,133
338,w_3320.jpg,whale_74625,332
339,w_8421.jpg,whale_88547,400
340,w_2020.jpg,whale_97882,433
341,w_284.jpg,whale_86377,387
342,w_9047.jpg,whale_84178,378
343,w_7449.jpg,whale_52749,241
344,w_4251.jpg,whale_32087,139
345,w_6753.jpg,whale_07647,28
346,w_8143.jpg,whale_94546,424
347,w_5785.jpg,whale_05661,19
348,w_7790.jpg,whale_86206,386
349,w_5980.jpg,whale_48966,223
350,w_214.jpg,whale_24730,111
351,w_7109.jpg,whale_58362,261
352,w_4123.jpg,whale_60921,270
353,w_6656.jpg,whale_21655,92
354,w_2543.jpg,whale_74935,335
355,w_5844.jpg,whale_23847,107
356,w_3024.jpg,whale_79193,353
357,w_2251.jpg,whale_88147,396
358,w_5652.jpg,whale_26288,117
359,w_2440.jpg,whale_34656,149
360,w_4771.jpg,whale_88547,400
361,w_2287.jpg,whale_69619,313
362,w_1280.jpg,whale_06339,23
363,w_5476.jpg,whale_54850,250
364,w_3395.jpg,whale_43045,194
365,w_7237.jpg,whale_92686,422
366,w_163.jpg,whale_35594,156
367,w_4463.jpg,whale_84963,380
368,w_2788.jpg,whale_88147,396
369,w_4851.jpg,whale_11625,53
370,w_1348.jpg,whale_86041,383
371,w_9394.jpg,whale_60729,269
372,w_3476.jpg,whale_36231,159
373,w_1265.jpg,whale_08181,32
374,w_9217.jpg,whale_66353,295
375,w_4888.jpg,whale_34663,150
376,w_1328.jpg,whale_52505,240
377,w_6547.jpg,whale_37154,165
378,w_4904.jpg,whale_45465,206
379,w_3688.jpg,whale_52342,239
380,w_3313.jpg,whale_44699,201
381,w_7863.jpg,whale_44699,201
382,w_7258.jpg,whale_24730,111
383,w_8032.jpg,whale_36851,163
384,w_6685.jpg,whale_64903,287
385,w_568.jpg,whale_52759,242
386,w_1454.jpg,whale_55333,253
387,w_3542.jpg,whale_69459,312
388,w_8881.jpg,whale_22448,99
389,w_5399.jpg,whale_45062,203
390,w_9231.jpg,whale_47734,213
391,w_1868.jpg,whale_70138,315
392,w_3893.jpg,whale_38288,172
393,w_5259.jpg,whale_92465,420
394,w_1093.jpg,whale_11555,52
395,w_4757.jpg,whale_97688,432
396,w_577.jpg,whale_48813,222
397,w_6534.jpg,whale_53889,246
398,w_6095.jpg,whale_78565,349
399,w_6564.jpg,whale_73080,322
400,w_3711.jpg,whale_14094,64
401,w_5784.jpg,whale_57338,258
402,w_5846.jpg,whale_51195,234
403,w_2398.jpg,whale_41805,190
404,w_9049.jpg,whale_86527,388
405,w_5138.jpg,whale_45728,207
406,w_299.jpg,whale_26397,118
407,w_3127.jpg,whale_32702,141
408,w_2198.jpg,whale_43045,194
409,w_1608.jpg,whale_38008,170
410,w_5991.jpg,whale_79166,352
411,w_7598.jpg,whale_72327,320
412,w_6556.jpg,whale_45367,205
413,w_3977.jpg,whale_58362,261
414,w_6025.jpg,whale_55861,255
415,w_2742.jpg,whale_98151,435
416,w_798.jpg,whale_14892,67
417,w_8893.jpg,whale_48813,222
418,w_2063.jpg,whale_68774,309
419,w_2404.jpg,whale_97882,433
420,w_6818.jpg,whale_87604,393
421,w_8453.jpg,whale_73666,326
422,w_7950.jpg,whale_28892,129
423,w_4587.jpg,whale_92686,422
424,w_5293.jpg,whale_11555,52
425,w_7942.jpg,whale_23525,104
426,w_3979.jpg,whale_67685,305
427,w_5839.jpg,whale_95370,426
428,w_8646.jpg,whale_96385,429
429,w_4189.jpg,whale_48490,219
430,w_647.jpg,whale_97688,432
431,w_8559.jpg,whale_64989,289
432,w_4505.jpg,whale_24815,112
433,w_6394.jpg,whale_87291,391
434,w_3623.jpg,whale_21873,93
435,w_6094.jpg,whale_08923,38
436,w_1233.jpg,whale_07863,30
437,w_1595.jpg,whale_72820,321
438,w_3081.jpg,whale_32087,139
439,w_132.jpg,whale_82554,373
440,w_2255.jpg,whale_91826,418
441,w_3847.jpg,whale_59173,265
442,w_641.jpg,whale_53580,245
443,w_2717.jpg,whale_79823,357
444,w_6996.jpg,whale_51195,234
445,w_961.jpg,whale_22059,94
446,w_709.jpg,whale_74162,329
447,w_7041.jpg,whale_67614,304
448,w_4915.jpg,whale_23821,106
449,w_7605.jpg,whale_74935,335
450,w_9043.jpg,whale_53079,244
451,w_4727.jpg,whale_94176,423
452,w_7394.jpg,whale_95091,425
453,w_8630.jpg,whale_74625,332
454,w_7944.jpg,whale_68774,309
455,w_1117.jpg,whale_38894,178
456,w_2379.jpg,whale_76398,342
457,w_7271.jpg,whale_80947,362
458,w_5185.jpg,whale_36851,163
459,w_5434.jpg,whale_74439,331
460,w_3141.jpg,whale_97542,431
461,w_622.jpg,whale_41125,188
462,w_3484.jpg,whale_33195,144
463,w_6690.jpg,whale_28892,129
464,w_4025.jpg,whale_17604,80
465,w_1388.jpg,whale_66353,295
466,w_6434.jpg,whale_13789,62
467,w_4672.jpg,whale_89615,407
468,w_1603.jpg,whale_80247,360
469,w_8106.jpg,whale_37269,166
470,w_8061.jpg,whale_11099,50
471,w_1588.jpg,whale_45062,203
472,w_7263.jpg,whale_95091,425
473,w_4799.jpg,whale_68116,307
474,w_9209.jpg,whale_25715,114
475,w_4661.jpg,whale_61461,272
476,w_1423.jpg,whale_26397,118
477,w_7775.jpg,whale_54574,248
478,w_3368.jpg,whale_98996,442
479,w_9426.jpg,whale_51195,234
480,w_4237.jpg,whale_88756,402
481,w_6423.jpg,whale_10021,46
482,w_657.jpg,whale_17601,79
483,w_564.jpg,whale_66711,298
484,w_4612.jpg,whale_70904,316
485,w_991.jpg,whale_17785,81
486,w_8877.jpg,whale_89615,407
487,w_3406.jpg,whale_82602,374
488,w_9237.jpg,whale_24815,112
489,w_6206.jpg,whale_44127,200
490,w_3920.jpg,whale_26288,117
491,w_3530.jpg,whale_38008,170
492,w_3543.jpg,whale_65057,290
493,w_3925.jpg,whale_14892,67
494,w_6430.jpg,whale_73592,325
495,w_2190.jpg,whale_24815,112
496,w_8209.jpg,whale_58972,264
497,w_3235.jpg,whale_65586,292
498,w_770.jpg,whale_74439,331
499,w_470.jpg,whale_38681,176
500,w_661.jpg,whale_52505,240
501,w_6008.jpg,whale_28892,129
502,w_579.jpg,whale_86585,389
503,w_1753.jpg,whale_67685,305
504,w_3009.jpg,whale_53079,244
505,w_5585.jpg,whale_73136,323
506,w_314.jpg,whale_04540,15
507,w_2608.jpg,whale_49491,228
508,w_631.jpg,whale_64937,288
509,w_906.jpg,whale_03728,8
510,w_5808.jpg,whale_33140,142
511,w_3455.jpg,whale_82089,370
512,w_4481.jpg,whale_70138,315
513,w_746.jpg,whale_67801,306
514,w_7875.jpg,whale_83892,377
515,w_2128.jpg,whale_66353,295
516,w_7639.jpg,whale_55550,254
517,w_2444.jpg,whale_39293,180
518,w_6486.jpg,whale_80947,362
519,w_1713.jpg,whale_82089,370
520,w_1310.jpg,whale_74683,333
521,w_2597.jpg,whale_22448,99
522,w_8847.jpg,whale_58972,264
523,w_181.jpg,whale_48497,220
524,w_1281.jpg,whale_67036,301
525,w_7025.jpg,whale_38681,176
526,w_764.jpg,whale_58474,262
527,w_7292.jpg,whale_44127,200
528,w_9391.jpg,whale_18989,84
529,w_6725.jpg,whale_17785,81
530,w_3959.jpg,whale_36231,159
531,w_8485.jpg,whale_97688,432
532,w_6288.jpg,whale_79823,357
533,w_4498.jpg,whale_23118,101
534,w_8966.jpg,whale_21160,90
535,w_7810.jpg,whale_38681,176
536,w_1651.jpg,whale_03227,6
537,w_4990.jpg,whale_48966,223
538,w_4195.jpg,whale_32087,139
539,w_7219.jpg,whale_25715,114
540,w_8770.jpg,whale_08017,31
541,w_3425.jpg,whale_67614,304
542,w_5337.jpg,whale_89615,407
543,w_6736.jpg,whale_86158,385
544,w_3845.jpg,whale_28263,127
545,w_7071.jpg,whale_45465,206
546,w_690.jpg,whale_86206,386
547,w_7408.jpg,whale_40169,184
548,w_4058.jpg,whale_82548,372
549,w_5437.jpg,whale_04435,13
550,w_2494.jpg,whale_95370,426
551,w_4832.jpg,whale_17601,79
552,w_6626.jpg,whale_11555,52
553,w_6228.jpg,whale_82548,372
554,w_1646.jpg,whale_39674,181
555,w_4717.jpg,whale_22448,99
556,w_408.jpg,whale_09651,43
557,w_9412.jpg,whale_66353,295
558,w_485.jpg,whale_05661,19
559,w_4984.jpg,whale_12820,59
560,w_7843.jpg,whale_88746,401
561,w_7189.jpg,whale_46169,208
562,w_8240.jpg,whale_77693,344
563,w_8484.jpg,whale_98746,440
564,w_8664.jpg,whale_59173,265
565,w_962.jpg,whale_76782,343
566,w_2866.jpg,whale_36851,163
567,w_655.jpg,whale_96385,429
568,w_7482.jpg,whale_39293,180
569,w_1888.jpg,whale_98645,439
570,w_2606.jpg,whale_83892,377
571,w_2072.jpg,whale_75455,338
572,w_5453.jpg,whale_04397,12
573,w_1986.jpg,whale_52505,240
574,w_8762.jpg,whale_78785,351
575,w_7651.jpg,whale_25715,114
576,w_6493.jpg,whale_66353,295
577,w_6522.jpg,whale_35594,156
578,w_9082.jpg,whale_33961,146
579,w_2276.jpg,whale_51195,234
580,w_986.jpg,whale_74232,330
581,w_8297.jpg,whale_73666,326
582,w_3241.jpg,whale_22297,98
583,w_2130.jpg,whale_37154,165
584,w_6166.jpg,whale_33961,146
585,w_1453.jpg,whale_29858,133
586,w_2592.jpg,whale_55079,252
587,w_1994.jpg,whale_38543,175
588,w_6524.jpg,whale_55079,252
589,w_2680.jpg,whale_09181,40
590,w_2613.jpg,whale_14270,65
591,w_2609.jpg,whale_66205,294
592,w_7260.jpg,whale_58747,263
593,w_915.jpg,whale_79199,354
594,w_9027.jpg,whale_27834,124
595,w_719.jpg,whale_63816,278
596,w_7157.jpg,whale_41125,188
597,w_9205.jpg,whale_60921,270
598,w_99.jpg,whale_75455,338
599,w_2450.jpg,whale_11099,50
600,w_8160.jpg,whale_49237,226
601,w_4421.jpg,whale_13288,60
602,w_1541.jpg,whale_15078,68
603,w_5747.jpg,whale_23574,105
604,w_1393.jpg,whale_22297,98
605,w_3773.jpg,whale_67685,305
606,w_6161.jpg,whale_37658,169
607,w_1435.jpg,whale_68789,310
608,w_3080.jpg,whale_04373,11
609,w_6338.jpg,whale_63948,279
610,w_7465.jpg,whale_33723,145
611,w_4450.jpg,whale_92515,421
612,w_5377.jpg,whale_34663,150
613,w_1613.jpg,whale_74232,330
614,w_6947.jpg,whale_87604,393
615,w_9077.jpg,whale_34656,149
616,w_6859.jpg,whale_08439,34
617,w_7854.jpg,whale_14270,65
618,w_6622.jpg,whale_81768,364
619,w_7137.jpg,whale_05661,19
620,w_8177.jpg,whale_98645,439
621,w_4483.jpg,whale_96385,429
622,w_2997.jpg,whale_77693,344
623,w_4088.jpg,whale_05349,17
624,w_4404.jpg,whale_39293,180
625,w_9365.jpg,whale_48966,223
626,w_4650.jpg,whale_08700,36
627,w_3295.jpg,whale_69459,312
628,w_7418.jpg,whale_52998,243
629,w_5266.jpg,whale_38191,171
630,w_7129.jpg,whale_38906,179
631,w_2525.jpg,whale_06334,22
632,w_7316.jpg,whale_07808,29
633,w_7038.jpg,whale_49530,229
634,w_6638.jpg,whale_25878,115
635,w_2481.jpg,whale_95091,425
636,w_403.jpg,whale_90957,416
637,w_1459.jpg,whale_08439,34
638,w_7385.jpg,whale_39915,183
639,w_8956.jpg,whale_99573,446
640,w_4046.jpg,whale_23855,108
641,w_8132.jpg,whale_73136,323
642,w_5714.jpg,whale_06069,21
643,w_582.jpg,whale_15519,71
644,w_2595.jpg,whale_89456,405
645,w_3747.jpg,whale_24815,112
646,w_7014.jpg,whale_08017,31
647,w_1705.jpg,whale_85670,382
648,w_4722.jpg,whale_78280,346
649,w_9089.jpg,whale_60729,269
650,w_472.jpg,whale_75455,338
651,w_5195.jpg,whale_97688,432
652,w_315.jpg,whale_26654,119
653,w_5687.jpg,whale_07647,28
654,w_343.jpg,whale_64937,288
655,w_5428.jpg,whale_14270,65
656,w_2877.jpg,whale_85464,381
657,w_3351.jpg,whale_82554,373
658,w_3934.jpg,whale_34656,149
659,w_3545.jpg,whale_32198,140
660,w_4621.jpg,whale_22448,99
661,w_5727.jpg,whale_43045,194
662,w_2880.jpg,whale_18845,83
663,w_4959.jpg,whale_42191,193
664,w_5429.jpg,whale_38681,176
665,w_6346.jpg,whale_11076,49
666,w_5536.jpg,whale_82064,369
667,w_7677.jpg,whale_59255,266
668,w_455.jpg,whale_24815,112
669,w_5099.jpg,whale_07863,30
670,w_7335.jpg,whale_58362,261
671,w_6268.jpg,whale_59173,265
672,w_7652.jpg,whale_87604,393
673,w_2816.jpg,whale_72820,321
674,w_1983.jpg,whale_84178,378
675,w_2911.jpg,whale_15615,72
676,w_5427.jpg,whale_90446,412
677,w_8941.jpg,whale_31594,136
678,w_8769.jpg,whale_17785,81
679,w_5102.jpg,whale_89541,406
680,w_9313.jpg,whale_64714,286
681,w_9093.jpg,whale_97688,432
682,w_1026.jpg,whale_82387,371
683,w_2518.jpg,whale_49530,229
684,w_4371.jpg,whale_38543,175
685,w_9075.jpg,whale_79193,353
686,w_8019.jpg,whale_13288,60
687,w_5931.jpg,whale_67685,305
688,w_5051.jpg,whale_81875,366
689,w_5327.jpg,whale_81960,368
690,w_2199.jpg,whale_86527,388
691,w_8072.jpg,whale_36154,158
692,w_7589.jpg,whale_61461,272
693,w_3691.jpg,whale_18158,82
694,w_9072.jpg,whale_06967,24
695,w_482.jpg,whale_58972,264
696,w_1899.jpg,whale_66353,295
697,w_8970.jpg,whale_87155,390
698,w_1024.jpg,whale_72235,319
699,w_3512.jpg,whale_81768,364
700,w_782.jpg,whale_37154,165
701,w_8909.jpg,whale_94546,424
702,w_3509.jpg,whale_06069,21
703,w_6701.jpg,whale_25715,114
704,w_2645.jpg,whale_51538,236
705,w_5376.jpg,whale_09651,43
706,w_9346.jpg,whale_14094,64
707,w_6798.jpg,whale_32702,141
708,w_742.jpg,whale_17604,80
709,w_6991.jpg,whale_90271,410
710,w_7640.jpg,whale_06069,21
711,w_74.jpg,whale_10005,45
712,w_7501.jpg,whale_80247,360
713,w_7447.jpg,whale_26397,118
714,w_9137.jpg,whale_67685,305
715,w_7205.jpg,whale_37658,169
716,w_4350.jpg,whale_37658,169
717,w_8976.jpg,whale_10977,48
718,w_1068.jpg,whale_90244,409
719,w_3902.jpg,whale_26397,118
720,w_840.jpg,whale_06339,23
721,w_9147.jpg,whale_75455,338
722,w_8039.jpg,whale_81136,363
723,w_4552.jpg,whale_32087,139
724,w_8161.jpg,whale_67611,303
725,w_2747.jpg,whale_29569,132
726,w_1518.jpg,whale_89456,405
727,w_9095.jpg,whale_10005,45
728,w_7387.jpg,whale_26288,117
729,w_8816.jpg,whale_25715,114
730,w_7993.jpg,whale_09181,40
731,w_8005.jpg,whale_06967,24
732,w_4179.jpg,whale_12609,57
733,w_934.jpg,whale_48813,222
734,w_1373.jpg,whale_98507,436
735,w_5511.jpg,whale_55333,253
736,w_2405.jpg,whale_87155,390
737,w_6453.jpg,whale_06339,23
738,w_5720.jpg,whale_48386,217
